Platform Type	Center	Platform	Level	Sample	Barcode	File Name
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-08-0350-01	TCGA-08-0350-01A-01R-0300-07	US45102955_251780410172_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-08-0360-01	TCGA-08-0360-01A-01R-0300-07	US45102955_251780410173_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-02-0039-01	TCGA-02-0039-01A-01R-0300-07	US45102955_251780410175_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-08-0244-01	TCGA-08-0244-01A-01R-0300-07	US45102955_251780410176_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-08-0351-01	TCGA-08-0351-01A-01R-0300-07	US45102955_251780410177_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-12-0618-01	TCGA-12-0618-01A-01R-0308-07	US45102955_251780410178_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-12-0619-01	TCGA-12-0619-01A-01R-0308-07	US45102955_251780410179_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-12-0620-01	TCGA-12-0620-01A-01R-0308-07	US45102955_251780410180_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-06-0152-01	TCGA-06-0152-01A-02R-0308-07	US45102955_251780410187_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-06-0238-01	TCGA-06-0238-01A-02R-0308-07	US45102955_251780410188_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-06-0644-01	TCGA-06-0644-01A-02R-0308-07	US45102955_251780410189_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-12-0772-01	TCGA-12-0772-01A-01R-0340-07	US45102955_251780410263_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-12-0773-01	TCGA-12-0773-01A-01R-0340-07	US45102955_251780410264_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-12-0775-01	TCGA-12-0775-01A-01R-0340-07	US45102955_251780410265_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-12-0776-01	TCGA-12-0776-01A-01R-0340-07	US45102955_251780410266_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-12-0778-01	TCGA-12-0778-01A-01R-0340-07	US45102955_251780410267_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-12-0780-01	TCGA-12-0780-01A-01R-0340-07	US45102955_251780410268_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-06-0673-11	TCGA-06-0673-11A-01R-0344-07	US45102955_251780410271_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-06-0675-11	TCGA-06-0675-11A-01R-0344-07	US45102955_251780410272_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-06-0676-11	TCGA-06-0676-11A-02R-0344-07	US45102955_251780410273_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-06-0678-11	TCGA-06-0678-11A-01R-0344-07	US45102955_251780410274_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-06-0680-11	TCGA-06-0680-11A-01R-0344-07	US45102955_251780410275_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-06-0681-11	TCGA-06-0681-11A-01R-0344-07	US45102955_251780410276_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-08-0623-11	TCGA-08-0623-11A-01R-0344-07	US45102955_251780410277_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-08-0625-11	TCGA-08-0625-11A-01R-0344-07	US45102955_251780410278_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-08-0626-11	TCGA-08-0626-11A-01R-0344-07	US45102955_251780410279_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-08-0627-11	TCGA-08-0627-11A-01R-0344-07	US45102955_251780410280_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-06-0192-01	TCGA-06-0192-01B-01R-0340-07	US45102955_251780410281_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-06-0216-01	TCGA-06-0216-01B-01R-0340-07	US45102955_251780410282_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-06-0649-01	TCGA-06-0649-01B-01R-0340-07	US45102955_251780410283_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-12-0653-01	TCGA-12-0653-01A-01R-0340-07	US45102955_251780410284_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-12-0654-01	TCGA-12-0654-01B-01R-0340-07	US45102955_251780410285_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-12-0656-01	TCGA-12-0656-01B-01R-0340-07	US45102955_251780410286_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-12-0657-01	TCGA-12-0657-01A-01R-0340-07	US45102955_251780410287_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-12-0662-01	TCGA-12-0662-01A-01R-0340-07	US45102955_251780410288_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-06-0686-01	TCGA-06-0686-01A-01R-0340-07	US45102955_251780410289_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-12-0688-01	TCGA-12-0688-01A-02R-0340-07	US45102955_251780410290_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-12-0691-01	TCGA-12-0691-01A-01R-0340-07	US45102955_251780410291_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-12-0692-01	TCGA-12-0692-01A-01R-0340-07	US45102955_251780410292_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-12-0703-01	TCGA-12-0703-01A-02R-0340-07	US45102955_251780410293_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-12-0707-01	TCGA-12-0707-01A-01R-0340-07	US45102955_251780410294_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-15-0742-01	TCGA-15-0742-01A-01R-0340-07	US45102955_251780410295_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-06-0743-01	TCGA-06-0743-01A-01R-0340-07	US45102955_251780410296_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-06-0744-01	TCGA-06-0744-01A-01R-0340-07	US45102955_251780410297_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-06-0745-01	TCGA-06-0745-01A-01R-0340-07	US45102955_251780410298_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-06-0747-01	TCGA-06-0747-01A-01R-0340-07	US45102955_251780410299_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-06-0749-01	TCGA-06-0749-01A-01R-0340-07	US45102955_251780410300_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-06-0750-01	TCGA-06-0750-01A-01R-0340-07	US45102955_251780410301_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-12-0769-01	TCGA-12-0769-01A-01R-0340-07	US45102955_251780410302_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-12-0821-01	TCGA-12-0821-01A-01R-0388-07	US45102955_251780410344_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-16-0849-01	TCGA-16-0849-01A-01R-0388-07	US45102955_251780410345_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-06-0878-01	TCGA-06-0878-01A-01R-0388-07	US45102955_251780410346_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-14-0789-01	TCGA-14-0789-01A-01R-0388-07	US45102955_251780410347_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-12-0822-01	TCGA-12-0822-01A-01R-0388-07	US45102955_251780410348_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-16-0850-01	TCGA-16-0850-01A-01R-0388-07	US45102955_251780410349_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-06-0879-01	TCGA-06-0879-01A-01R-0388-07	US45102955_251780410350_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-14-0813-01	TCGA-14-0813-01A-01R-0388-07	US45102955_251780410351_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-12-0826-01	TCGA-12-0826-01A-01R-0388-07	US45102955_251780410352_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-16-0861-01	TCGA-16-0861-01A-01R-0388-07	US45102955_251780410371_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-06-0881-01	TCGA-06-0881-01A-02R-0388-07	US45102955_251780410372_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-14-0817-01	TCGA-14-0817-01A-01R-0388-07	US45102955_251780410373_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-12-0827-01	TCGA-12-0827-01A-01R-0388-07	US45102955_251780410374_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-14-0867-01	TCGA-14-0867-01A-01R-0388-07	US45102955_251780410375_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-06-0882-01	TCGA-06-0882-01A-01R-0388-07	US45102955_251780410376_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-12-0670-01	TCGA-12-0670-01B-01R-0388-07	US45102955_251780410377_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-12-0828-01	TCGA-12-0828-01A-01R-0388-07	US45102955_251780410378_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-14-0871-01	TCGA-14-0871-01A-01R-0388-07	US45102955_251780410379_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-12-0818-01	TCGA-12-0818-01A-01R-0388-07	US45102955_251780410382_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-12-0829-01	TCGA-12-0829-01A-01R-0388-07	US45102955_251780410383_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-06-0875-01	TCGA-06-0875-01A-01R-0388-07	US45102955_251780410384_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-12-0819-01	TCGA-12-0819-01A-01R-0388-07	US45102955_251780410385_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-16-0846-01	TCGA-16-0846-01A-01R-0388-07	US45102955_251780410386_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-06-0876-01	TCGA-06-0876-01A-01R-0388-07	US45102955_251780410387_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-12-0820-01	TCGA-12-0820-01A-01R-0388-07	US45102955_251780410388_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-16-0848-01	TCGA-16-0848-01A-01R-0388-07	US45102955_251780410389_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-06-0877-01	TCGA-06-0877-01A-01R-0388-07	US45102955_251780410390_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-14-0787-01	TCGA-14-0787-01A-01R-0388-07	US82800149_251780410394_S01_GE2-v5_10_Apr08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-06-0155-01	TCGA-06-0155-01B-01R-0524-07	US82800149_251780410403_S01_GE2-v5_10_Apr08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-19-0964-01	TCGA-19-0964-01A-01R-0524-07	US82800149_251780410404_S01_GE2-v5_10_Apr08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-16-1063-01	TCGA-16-1063-01B-01R-0524-07	US82800149_251780410405_S01_GE2-v5_10_Apr08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-12-1092-01	TCGA-12-1092-01B-01R-0524-07	US82800149_251780410406_S01_GE2-v5_10_Apr08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-19-1392-01	TCGA-19-1392-01A-01R-0524-07	US82800149_251780410407_S01_GE2-v5_10_Apr08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-15-1447-01	TCGA-15-1447-01A-01R-0524-07	US82800149_251780410408_S01_GE2-v5_10_Apr08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-14-0736-01	TCGA-14-0736-01A-01R-0524-07	US82800149_251780410409_S01_GE2-v5_10_Apr08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-14-1034-01	TCGA-14-1034-01A-01R-0524-07	US82800149_251780410410_S01_GE2-v5_10_Apr08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-06-1084-01	TCGA-06-1084-01A-01R-0524-07	US82800149_251780410411_S01_GE2-v5_10_Apr08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-12-1093-01	TCGA-12-1093-01A-01R-0524-07	US82800149_251780410412_S01_GE2-v5_10_Apr08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-14-1396-01	TCGA-14-1396-01A-01R-0524-07	US82800149_251780410413_S01_GE2-v5_10_Apr08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-15-1449-01	TCGA-15-1449-01A-01R-0524-07	US82800149_251780410414_S01_GE2-v5_10_Apr08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-14-0783-01	TCGA-14-0783-01B-01R-0524-07	US82800149_251780410424_S01_GE2-v5_10_Apr08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-16-1045-01	TCGA-16-1045-01B-01R-0524-07	US82800149_251780410425_S01_GE2-v5_10_Apr08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-06-1086-01	TCGA-06-1086-01A-02R-0524-07	US82800149_251780410426_S01_GE2-v5_10_Apr08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-12-1094-01	TCGA-12-1094-01A-01R-0524-07	US82800149_251780410427_S01_GE2-v5_10_Apr08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-14-1401-01	TCGA-14-1401-01A-01R-0524-07	US82800149_251780410428_S01_GE2-v5_10_Apr08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-14-1451-01	TCGA-14-1451-01A-01R-0524-07	US82800149_251780410429_S01_GE2-v5_10_Apr08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-14-0786-01	TCGA-14-0786-01B-01R-0524-07	US82800149_251780410430_S01_GE2-v5_10_Apr08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-16-1047-01	TCGA-16-1047-01B-01R-0524-07	US82800149_251780410431_S01_GE2-v5_10_Apr08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-06-1087-01	TCGA-06-1087-01A-02R-0524-07	US82800149_251780410432_S01_GE2-v5_10_Apr08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-12-1095-01	TCGA-12-1095-01A-01R-0524-07	US82800149_251780410433_S01_GE2-v5_10_Apr08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-14-1402-01	TCGA-14-1402-01A-01R-0524-07	US82800149_251780410438_S01_GE2-v5_10_Apr08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-14-1452-01	TCGA-14-1452-01A-01R-0524-07	US82800149_251780410439_S01_GE2-v5_10_Apr08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-19-0955-01	TCGA-19-0955-01A-02R-0524-07	US82800149_251780410440_S01_GE2-v5_10_Apr08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-16-1055-01	TCGA-16-1055-01B-01R-0524-07	US82800149_251780410441_S01_GE2-v5_10_Apr08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-12-1088-01	TCGA-12-1088-01A-01R-0524-07	US82800149_251780410442_S01_GE2-v5_10_Apr08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-12-1096-01	TCGA-12-1096-01A-01R-0524-07	US82800149_251780410443_S01_GE2-v5_10_Apr08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-26-1438-01	TCGA-26-1438-01A-01R-0524-07	US82800149_251780410444_S01_GE2-v5_10_Apr08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-14-1453-01	TCGA-14-1453-01A-01R-0524-07	US82800149_251780410445_S01_GE2-v5_10_Apr08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-19-0960-01	TCGA-19-0960-01A-02R-0524-07	US82800149_251780410446_S01_GE2-v5_10_Apr08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-16-1056-01	TCGA-16-1056-01B-01R-0524-07	US82800149_251780410447_S01_GE2-v5_10_Apr08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-12-1089-01	TCGA-12-1089-01A-01R-0524-07	US82800149_251780410448_S01_GE2-v5_10_Apr08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-12-1097-01	TCGA-12-1097-01B-01R-0524-07	US82800149_251780410449_S01_GE2-v5_10_Apr08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-26-1440-01	TCGA-26-1440-01A-01R-0524-07	US82800149_251780410450_S01_GE2-v5_10_Apr08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-14-1454-01	TCGA-14-1454-01A-01R-0524-07	US82800149_251780410451_S01_GE2-v5_10_Apr08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-19-0962-01	TCGA-19-0962-01B-01R-0524-07	US82800149_251780410452_S01_GE2-v5_10_Apr08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-16-1060-01	TCGA-16-1060-01A-01R-0524-07	US82800149_251780410453_S01_GE2-v5_10_Apr08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-12-1090-01	TCGA-12-1090-01A-01R-0524-07	US82800149_251780410454_S01_GE2-v5_10_Apr08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-12-1098-01	TCGA-12-1098-01C-01R-0524-07	US82800149_251780410455_S01_GE2-v5_10_Apr08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-26-1443-01	TCGA-26-1443-01A-01R-0524-07	US82800149_251780410456_S01_GE2-v5_10_Apr08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-14-1459-01	TCGA-14-1459-01A-01R-0524-07	US82800149_251780410457_S01_GE2-v5_10_Apr08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-19-0963-01	TCGA-19-0963-01B-01R-0524-07	US82800149_251780410458_S01_GE2-v5_10_Apr08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-16-1062-01	TCGA-16-1062-01A-01R-0524-07	US82800149_251780410459_S01_GE2-v5_10_Apr08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
